ifault,ipatch,ilayer,longitude,latitude,depth_m,length(m),width(m),strike,dip,coeff.,strike_slip(m),dip_slip(m)
1,378,1,-117.6443,35.8286,2000.0,2000.0,2000.0,320.6,90.0,1.0,-4.331,-1.213
1,379,1,-117.6443,35.8286,4000.0,2000.0,2000.0,320.6,90.0,1.0,-4.159,-1.801
1,380,1,-117.6443,35.8286,6000.0,2000.0,2000.0,320.6,90.0,1.0,-3.925,-1.533
1,381,1,-117.6443,35.8286,8000.0,2000.0,2000.0,320.6,90.0,1.0,-3.199,-1.026
1,382,1,-117.6443,35.8286,10000.0,2000.0,2000.0,320.6,90.0,1.0,-2.164,-0.658
1,383,1,-117.6443,35.8286,12000.0,2000.0,2000.0,320.6,90.0,1.0,-1.218,-0.385
1,384,1,-117.6443,35.8286,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.548,-0.196
1,385,1,-117.6443,35.8286,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.189,-0.075
1,386,1,-117.6443,35.8286,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.044,-0.01
1,387,1,-117.6584,35.8425,0.0,2000.0,2000.0,320.6,90.0,1.0,-2.682,-0.17
1,388,1,-117.6584,35.8425,2000.0,2000.0,2000.0,320.6,90.0,1.0,-5.44,-1.066
1,389,1,-117.6584,35.8425,4000.0,2000.0,2000.0,320.6,90.0,1.0,-5.166,-1.864
1,390,1,-117.6584,35.8425,6000.0,2000.0,2000.0,320.6,90.0,1.0,-3.96,-1.845
1,391,1,-117.6584,35.8425,8000.0,2000.0,2000.0,320.6,90.0,1.0,-2.736,-1.385
1,392,1,-117.6584,35.8425,10000.0,2000.0,2000.0,320.6,90.0,1.0,-1.656,-0.912
1,393,1,-117.6584,35.8425,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.851,-0.528
1,394,1,-117.6584,35.8425,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.358,-0.245
1,395,1,-117.6584,35.8425,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.108,-0.079
1,396,1,-117.6584,35.8425,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.013,-0.013
1,397,1,-117.6724,35.8564,0.0,2000.0,2000.0,320.6,90.0,1.0,-1.726,0.489
1,398,1,-117.6724,35.8564,2000.0,2000.0,2000.0,320.6,90.0,1.0,-4.959,-1.1
1,399,1,-117.6724,35.8564,4000.0,2000.0,2000.0,320.6,90.0,1.0,-5.1,-1.44
1,400,1,-117.6724,35.8564,6000.0,2000.0,2000.0,320.6,90.0,1.0,-3.862,-1.372
1,401,1,-117.6724,35.8564,8000.0,2000.0,2000.0,320.6,90.0,1.0,-2.523,-1.064
1,402,1,-117.6724,35.8564,10000.0,2000.0,2000.0,320.6,90.0,1.0,-1.445,-0.701
1,403,1,-117.6724,35.8564,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.704,-0.388
1,404,1,-117.6724,35.8564,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.28,-0.156
1,405,1,-117.6724,35.8564,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.08,-0.031
1,406,1,-117.6724,35.8564,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.014,0.008
1,407,1,-117.6865,35.8703,0.0,2000.0,2000.0,320.6,90.0,1.0,-0.921,-0.102
1,408,1,-117.6865,35.8703,2000.0,2000.0,2000.0,320.6,90.0,1.0,-2.868,-0.795
1,409,1,-117.6865,35.8703,4000.0,2000.0,2000.0,320.6,90.0,1.0,-3.387,-0.739
1,410,1,-117.6865,35.8703,6000.0,2000.0,2000.0,320.6,90.0,1.0,-2.77,-0.481
1,411,1,-117.6865,35.8703,8000.0,2000.0,2000.0,320.6,90.0,1.0,-1.869,-0.282
1,412,1,-117.6865,35.8703,10000.0,2000.0,2000.0,320.6,90.0,1.0,-1.084,-0.129
1,413,1,-117.6865,35.8703,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.535,-0.021
1,414,1,-117.6865,35.8703,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.221,0.041
1,415,1,-117.6865,35.8703,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.083,0.063
1,416,1,-117.6865,35.8703,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.047,0.047
1,417,1,-117.7006,35.8842,0.0,2000.0,2000.0,320.6,90.0,1.0,-0.271,0.271
1,418,1,-117.7006,35.8842,2000.0,2000.0,2000.0,320.6,90.0,1.0,-0.735,-0.172
1,419,1,-117.7006,35.8842,4000.0,2000.0,2000.0,320.6,90.0,1.0,-1.468,0.019
1,420,1,-117.7006,35.8842,6000.0,2000.0,2000.0,320.6,90.0,1.0,-1.522,0.366
1,421,1,-117.7006,35.8842,8000.0,2000.0,2000.0,320.6,90.0,1.0,-1.211,0.476
1,422,1,-117.7006,35.8842,10000.0,2000.0,2000.0,320.6,90.0,1.0,-0.811,0.442
1,423,1,-117.7006,35.8842,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.472,0.347
1,424,1,-117.7006,35.8842,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.254,0.242
1,425,1,-117.7006,35.8842,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.152,0.152
1,426,1,-117.7006,35.8842,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.108,0.108
1,427,1,-117.7147,35.8981,0.0,2000.0,2000.0,320.6,90.0,1.0,-0.025,0.025
1,428,1,-117.7147,35.8981,2000.0,2000.0,2000.0,320.6,90.0,1.0,-0.066,0.066
1,429,1,-117.7147,35.8981,4000.0,2000.0,2000.0,320.6,90.0,1.0,-0.479,0.479
1,430,1,-117.7147,35.8981,6000.0,2000.0,2000.0,320.6,90.0,1.0,-0.864,0.861
1,431,1,-117.7147,35.8981,8000.0,2000.0,2000.0,320.6,90.0,1.0,-0.932,0.925
1,432,1,-117.7147,35.8981,10000.0,2000.0,2000.0,320.6,90.0,1.0,-0.783,0.783
1,433,1,-117.7147,35.8981,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.566,0.566
1,434,1,-117.7147,35.8981,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.369,0.369
1,435,1,-117.7147,35.8981,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.235,0.235
1,436,1,-117.7147,35.8981,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.173,0.173
1,437,1,-117.7288,35.912,0.0,2000.0,2000.0,320.6,90.0,1.0,-0.168,0.168
1,438,1,-117.7288,35.912,2000.0,2000.0,2000.0,320.6,90.0,1.0,-0.037,0.037
1,439,1,-117.7288,35.912,4000.0,2000.0,2000.0,320.6,90.0,1.0,-0.462,0.462
1,440,1,-117.7288,35.912,6000.0,2000.0,2000.0,320.6,90.0,1.0,-0.936,0.936
1,441,1,-117.7288,35.912,8000.0,2000.0,2000.0,320.6,90.0,1.0,-1.043,1.043
1,442,1,-117.7288,35.912,10000.0,2000.0,2000.0,320.6,90.0,1.0,-0.909,0.909
1,443,1,-117.7288,35.912,12000.0,2000.0,2000.0,320.6,90.0,1.0,-0.672,0.672
1,444,1,-117.7288,35.912,14000.0,2000.0,2000.0,320.6,90.0,1.0,-0.443,0.443
1,445,1,-117.7288,35.912,16000.0,2000.0,2000.0,320.6,90.0,1.0,-0.281,0.281
1,446,1,-117.7288,35.912,18000.0,2000.0,2000.0,320.6,90.0,1.0,-0.207,0.207
1,447,1,-117.4865,35.6811,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.186,-0.186
1,448,1,-117.4852,35.6823,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-1.484,-1.347
1,449,1,-117.4839,35.6834,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-1.451,-1.082
1,450,1,-117.4827,35.6846,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-1.495,-1.086
1,451,1,-117.4814,35.6858,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-1.189,-1.119
1,452,1,-117.4801,35.687,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-0.918,-0.911
1,453,1,-117.4789,35.6882,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-0.923,-0.923
1,454,1,-117.4776,35.6894,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-0.669,-0.669
1,455,1,-117.4763,35.6905,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.458,-0.458
1,456,1,-117.4751,35.6917,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.357,-0.357
1,457,1,-117.5032,35.6929,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.23,-0.23
1,458,1,-117.502,35.6941,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-1.567,-1.008
1,459,1,-117.5007,35.6952,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.22,-1.023
1,460,1,-117.4994,35.6964,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-2.024,-1.216
1,461,1,-117.4982,35.6976,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-1.444,-1.2
1,462,1,-117.4969,35.6988,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-1.021,-1.021
1,463,1,-117.4956,35.7,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-0.79,-0.79
1,464,1,-117.4944,35.7012,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-0.568,-0.568
1,465,1,-117.4931,35.7023,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.389,-0.389
1,466,1,-117.4918,35.7035,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.298,-0.298
1,467,1,-117.52,35.7047,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.0,-0.0
1,468,1,-117.5187,35.7059,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-2.052,-0.046
1,469,1,-117.5174,35.707,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.506,-0.589
1,470,1,-117.5162,35.7082,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-1.653,-0.833
1,471,1,-117.5149,35.7094,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-1.411,-0.871
1,472,1,-117.5136,35.7106,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-0.918,-0.751
1,473,1,-117.5124,35.7118,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-0.641,-0.587
1,474,1,-117.5111,35.713,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-0.417,-0.402
1,475,1,-117.5098,35.7141,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.268,-0.267
1,476,1,-117.5086,35.7153,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.198,-0.198
1,477,1,-117.5367,35.7165,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.451,0.402
1,478,1,-117.5355,35.7177,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-3.724,0.045
1,479,1,-117.5342,35.7188,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.382,-0.386
1,480,1,-117.5329,35.72,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-1.906,-0.408
1,481,1,-117.5317,35.7212,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-1.694,-0.422
1,482,1,-117.5304,35.7224,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-1.012,-0.345
1,483,1,-117.5291,35.7236,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-0.579,-0.267
1,484,1,-117.5278,35.7248,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-0.342,-0.184
1,485,1,-117.5266,35.7259,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.185,-0.124
1,486,1,-117.5253,35.7271,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.117,-0.102
1,487,1,-117.5535,35.7283,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.354,-0.354
1,488,1,-117.5522,35.7295,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-3.828,-1.013
1,489,1,-117.5509,35.7306,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.973,-0.214
1,490,1,-117.5497,35.7318,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-2.611,0.075
1,491,1,-117.5484,35.733,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-2.32,0.021
1,492,1,-117.5471,35.7342,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-1.78,0.012
1,493,1,-117.5459,35.7354,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-0.951,-0.002
1,494,1,-117.5446,35.7366,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-0.555,-0.01
1,495,1,-117.5433,35.7377,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.279,-0.011
1,496,1,-117.5421,35.7389,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.096,-0.015
1,497,1,-117.5702,35.7401,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.525,-0.525
1,498,1,-117.569,35.7413,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-3.738,-0.643
1,499,1,-117.5677,35.7424,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.99,0.435
1,500,1,-117.5664,35.7436,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-3.173,0.711
1,501,1,-117.5652,35.7448,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-3.499,0.335
1,502,1,-117.5639,35.746,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-2.803,0.222
1,503,1,-117.5626,35.7472,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-1.988,0.136
1,504,1,-117.5613,35.7484,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-1.149,0.081
1,505,1,-117.5601,35.7495,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.479,0.049
1,506,1,-117.5588,35.7507,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.187,0.026
1,507,1,-117.587,35.7519,3.8053,2000.0,2000.0,311.0,85.0,1.0,-0.724,0.393
1,508,1,-117.5857,35.7531,1996.1943,2000.0,2000.0,311.0,85.0,1.0,-2.781,0.562
1,509,1,-117.5844,35.7542,3988.5843,2000.0,2000.0,311.0,85.0,1.0,-2.926,1.437
1,510,1,-117.5832,35.7554,5980.9733,2000.0,2000.0,311.0,85.0,1.0,-3.608,1.125
1,511,1,-117.5819,35.7566,7973.3633,2000.0,2000.0,311.0,85.0,1.0,-3.945,0.494
1,512,1,-117.5806,35.7578,9965.7523,2000.0,2000.0,311.0,85.0,1.0,-2.976,0.312
1,513,1,-117.5794,35.759,11958.1413,2000.0,2000.0,311.0,85.0,1.0,-1.919,0.189
1,514,1,-117.5781,35.7602,13950.5313,2000.0,2000.0,311.0,85.0,1.0,-1.167,0.111
1,515,1,-117.5768,35.7613,15942.9203,2000.0,2000.0,311.0,85.0,1.0,-0.646,0.044
1,516,1,-117.5756,35.7625,17935.3103,2000.0,2000.0,311.0,85.0,1.0,-0.256,0.024
